NumeroLinha;Linha;Nome
1379;S70-01;CONJ. FELICIDADE/SHOPPING DEL REY 
5517;6001-01;LINHAS BLOQUEIO ESTAÇÃO PAMPULHA
5714;3030-02;DESVIO FEIRA AFONSO PENA
6226;5031-03;ATENDIMENTO CARNAVAL
6498;301-05;VIA UPA BARREIRO
5376;715-03;NOTURNO
5608;644;SÃO JOÃO BATISTA/ESTAÇÃO PAMPULHA VIA CANDELARIA
5796;S51-03;CIRCULAR PAMPULHA VIA SANTA TEREZINHA
5400;3000-02;ACESSO ESTAÇÃO SÃO GABRIEL
7818;9210-04;DESVIO FEIRA AV.AFONSO PENA
6862;607-07;ESPLENDOR/ESTAÇÃO VILARINHO
6864;615-03;PARTIDAS DA ESTAÇÃO PAMPULHA
6865;617-04;PARTIDAS DA ESTAÇÃO PAMPULHA
6866;644-04;PARTIDAS DA ESTAÇÃO PAMPULHA
6867;644-05;SÃO JOÃO BATISTA/EST. PAMPULHA
6918;55-02;MINEIRÃO / ESPLANADA SUL
7018;506-03;VIA CASTELO
7019;506-04;VIA OURO PRETO
7058;814-04;VIA R. HENRIQUETA LISBOA
7059;814-05;VIA POUSADA/R. HENRIQUETA LISBOA
10;103-01;VILA CAFEZAL/RUA POUSO ALTO
28;1144A;INDEPENDENCIA
53;1404A;PALMEIRAS/ALIPIO DE MELO
81;201-01;MORRO DAS PEDRAS/HOSPITAL MADRE TERESA
106;2151;VISTA ALEGRE/SERRA
128;2210C-01;PIRATININGA VIA RIO BRANCO
146;2213;XANGRILA VIA GARCAS
174;2215D;CEU AZUL D
200;2256B;SAO JOAO BATISTA B
228;303;SANTA CECILIA/CASTANHEIRAS
243;3051-01;FLAVIO M.LISBOA/SAVASSI-N.S.CARMO
265;313;DIAMANTE/OLARIA
287;3301A;SANTA TEREZINHA/HOSPITAIS
313;401-03;VIA VILA DOS ESPORTES
344;4108;PEDRO II / MANGABEIRAS
353;4201-01;ALTO CAICARA/NOVA CINTRA
375;4802A;PINDORAMA/BOA VISTA
399;5201;DONA CLARA/BURITIS
429;5507C-01;JARDIM GUANABARA C
456;5521C-03;NOVO AARAO REIS
489;608;EST.VENDA NOVA/NOVA PAMPULHA VIA EST. VILARINHO
510;622-05;LAGOINHA/ESTACAO VENDA NOVA
533;627-02;NOTURNO
556;701-02;GUARANI/ESTACAO MINAS SHOPPING
575;8102;UNIAO/CARMO SION
599;8208-01;SANTA CRUZ/BURITIS VIA AV. BARÃO
617;9103-01;SANTA TERESA/SANTO ANTONIO
647;9208;TAQUARIL/CONJUNTO SANTA MARIA
675;9408-02;SANTA EFIGENIA/PADRE EUSTAQUIO
697;9550;CASA BRANCA/SAO FRANCISCO VIA METRO JOSE CANDIDO
722;SC03B;HOSPITAL FELICIO ROCHO/HOSPITAL MILITAR B
746;8107-01;CONCORDIA/SAO PEDRO VIA COLEGIO BATISTA
413;5505B;VISTA DO SOL
812;708;EST. SAO GABRIEL / FELICIDADE
848;714;ESTACAO SAO GABRIEL/CASAS POPULARES
876;80-02;ESTAÇÃO SÃO GABRIEL / AV. CRISTIANO MACHADO
926;315-01; ESTAÇÃO BARREIRO/BARREIRO/MALDONADO
937;332; ESTAÇÃO BARREIRO /  MILIONARIOS - BONSUCESSO
975;330-02;NOTURNO
998;9201-03;BALEIA/NOVA GRANADA ATEND. UNIDADE ANTONIO MOURAO
1035;62-07;NOTURNO
68;1505-01;ALTO DOS PINHEIROS/TUPI
158;2215A-03;CEU AZUL A
212;30-08;ZOOLÓGICO
304;3502;OURO PRETO/SAO GABRIEL
401;5401;SAO LUIZ/DOM CABRAL
435;5508B-02;AARAO REIS VIA PRIMEIRO DE MAIO
523;625-03;MARIA HELENA B/ESTACAO VENDA NOVA
597;8207-01;MARIA GORETTI/ESTRELA DALVA
699;9801;SAUDADE/SANTA CRUZ
794;2224A-07;JARDIM DOS COMERCIARIOS A
871;205;METRO CALAFATE/ BURITIS
962;4031-01;SANTA MARIA / HOSPITAIS VIA AV. AMAZONAS
1068;4033-03;VIA CONJ. ALDEIAS DA SERRA
1101;E027;SERVIÇO ESPECIAL TRANSLUCIANA
1128;E052-01;SERVIÇO ESPECIAL PAMPULHA TRANSPORTES
1150;E074;SERVIÇO ESPECIAL VIÇÃO SÃO PEDRO
1170;E101;SERVIÇO ESPECIAL AUTO VIAÇÃO SANTO AGOSTINHO
1196;5001-01;LINHA UEL - ESTAÇAO ELDORADO
1223;1001-05;LINHA DE BLOQUEIO ESTAÇÃO DIAMANTE
1264;5008;LINHA UCT - ESTAÇÃO CENTRAL
1292;5019-01;LINHA UVL - ESTAÇÃO VILARINHO
1324;S10-01;BH SHOPPING/SÃO FRANCISCO
1348;S50-02;CAIÇARA / NOVA VISTA - NÃO ATEND. UFMG
1368;S64;CAMPO ALEGRE/CEU AZUL VIA VENDA NOVA
1389;S83-04;DOM JOAQUIM/VISTA DO SOL - ATEND. PUC SÃO GABRIEL
1423;106-01;ESTAÇÃO CENTRAL / HOSPITAIS
3395;9205-08;ATENDIMENTO PATROCINIO - DESVIO FEIRA AV. AF. PENA
3414;9408-03;SANTA EFIGENIA/PADRE EUSTAQUIO
3541;9214-03;HAVAÍ VIA ALTO HAVAÍ / CENTRO
3794;S82-02;CIRCULAR NORDESTE - ATEND. RUA ANGOLA
1625;806-01;EST.S.GABRIEL/VISTA DO SOL-NAZARÉ
1915;2001-03;LINHA DE BLOQUEIO ESTAÇÃO VENDA NOVA
2295;3302D-03;CT NA ÁREA CENTRAL
2996;4150-03;SHOPPING DEL REY/BH SHOPPING-PART RUA HEITOR MENIN
3095;2207-07;ATENDIMENTO CIADADE ADMINISTRATIVA - PT
4096;637-07;EST.VILARINHO/R.LUANDA- CANAÂ
4818;SE02;BURITIS / SAVASSI
564;8001A;ANA LUCIA/BH SHOPPING
1285;5016-01;LINHA UPM - ESTAÇÃO PRIMEIRO DE MAIO
1868;6027;MANTIQUEIRA / CENTRO VIA ANT. CARLOS RET. EXPRESSO
5326;CM04-01;ESTAÇÃO DE TRANSF. UNIÃO
5675;5550-01;EST. PAMPULHA / EST.SÃO JOSÉ
50;1207B-05;CONJUNTO BETANIA/SANTA MONICA
1628;808;ESTAÇÃO SÃO GABRIEL/PAULO VI
873;303-03;VIA ÁREA INDUSTRIAL
1602;3501A-05;VIA CONDOMINIO FAZENDA DA SERRA
2614;8203-04;NOTURNO
3295;4501-03;CALIFORNIA II / SÃO PAULO
3421;3501A-09;JARDIM ALVORADA / SÃO MARCOS RETORNO EXPRESSO
3685;733-01;JARDIM GUANABARA / ESTAÇÃO SÃO GBRIEL
3698;832-04;VIA CSESC - MANHÃ
3737;633-03;EST.VILARINHO/J. COMERCIÁRIOS- VIA EST. VENDA NOVA
3754;736;ESTAÇÃO VILARINHO /  JULIANA   B
4177;8650;ESTAÇÃO SÃO GABRIEL / CIDADE ADMINISTRATIVA
1919;634-02;NOVA  YORK/PART. E.VENDA NOVA VIA  J. COMERCIÁRIOS
2184;8103-03;NOTURNO
2243;5201-08;BURITIS / DONA CLARA -  RETORNO EXPRESSO
2815;404;JARDIM ALVORADA /  AV.DOM PEDRO II
2974;3302A-07;NOVA PAMPULHA VIA ITAMARATI PARTIDA R. PETROPOLIS
369;4410-02;SERRANO
990;5517;MINAS CAIXA / VIA SERRA VERDE
390;5101;SUZANA/CRUZEIRO
1976;631-02;ATEND. AO CANAA
131;2211A;CAMPO ALEGRE
294;3302A-04;NOVA PAMPULHA VIA ITAMARATI
506;621-02;LAGOA/ESTACAO VENDA NOVA
687;9501-02;SAO LUCAS/JARAGUA
889;4107R-03;SERRA/ CENTRO VIA HOSPITAL EVANGELICO
284;321;OLHOS D AGUA / PILAR
911;3350-01;EST.BARREIRO/ EST.DIAMANTE VIA HOSP. METROPOLITANO
1188;E111-01;SERVIÇO ESPECIAL VIA BH COLETIVOS
1370;S64-02;CIRCULAR VENDA NOVA - ATEND. CÉU ANIL
2657;9104-04;SAGRADA FAMILIA / LUXEMBURGO - RETORNO EXPRESSO
1867;6025-01;MARIA HELENA B / VIA ANTÔNIO CARLOS RET. EXPRESSO
2374;4802A-05;PINDORAMA / BOA VISTA - INVERSÃO DE PC
2754;S51-02;CIRCULAR PAMPULHA / PARTIDAS VIA BRASIL
3316;1404B-05;ESTRELA DO ORIENTE/JARDIM INCONFIDENCIA
3321;3503A-10;SANTA TEREZINHA/SAO GABRIEL ATEND PCA DIV PASTORA
3367;4111-08;DOM CABRAL/ANCHIETA ATEND ESCOLA GUINARD
3498;2001-09;LINHA BLOQUEIO VENDA NOVA DOMINGO
4000;342-02;NOTURNO VIA BRASIL INDUSTRIAL
4219;2224A-11;JARDIM DOS COMERCIÁRIOS / AV SANTOS DUMONT
91;2101-02;GRAJAU/SION
864;9410-02;SAGRADA FAMILIA/CORACAO EUCARISTICO
3001;5534-04;CONJ. ZILAH SPOSITO /CENTRO ATEND. CONJ. UBIRAJARA
800;64-05;ESTAÇÃO VENDA NOVA / ASSEMBLEIA -  VIA CARLOS LUZ
2175;2210B-04;JARDIM LEBLON VIA RIO BRANCO / RETORNO EXPRESSO
4662;67-02;AV. AUGUSTO DE LIMA / CIDADE ADM. - PICO MANHÃ 
5280;704-01;ESTAÇÃO SÃO GABRIEL / GUARANI
5285;8151;EST. SÃO GABRIEL/BH SHOPPING VIA ANEL RODOVIARIO
5341;CM10;ESTAÇÃO DE TRANSF. SILVIANO BRANDÃO
5521;AC13-01;ESTAÇÃO TRANSF. MINEIRÃO
5541;814-01;EST. SÃO GABRIEL/ JARDIM VITÓRIA
5636;ST01;CIRCUITO TURÍSTICO CENTRO-SUL
5596;5401-05;VIA AL. DO IPE BRANCO
5614;717-02;CAMPO ALEGRE/EST.PAMPULHA VIA PLANALTO
6258;4403D-04;RESIDENCIAL SARANDI: CARNAVAL
5561;510;XANGRILA/ESTAÇÃO PAMPULHA VIA TREVO
5574;616-01;CÉU AZUL C / ESTAÇÃO PAMPULHA
5632;2035-01;BAIRRO DAS INDÚSTRIAS / CENTRO
7318;S56;SÃO JOSÉ/VILARINHO
7319;S56-01;PRINCIPAL
7438;9202-13;VIA PÇA. ALBERTO T. DOS SANTOS
7538;2020;FOLIÔNIBUS
7539;2020-01;FOLIÔNIBUS - CONTORNO
7540;2020-02;FOLIÔNIBUS - CONTORNO/FLORESTA
7541;2020-03;FOLIÔNIBUS - PAMPULHA
7598;63-09;VIA ESTAÇÃO VILARINHO
7599;64-14;VIA AV. BIAS FORTES
7838;3029-02;REGINA / RUA DOS CAETES
7918;712-05;SAO BERNARDO / EST. PAMPULHA
7958;4110-07;RETORNO TREVO DO BIOCOR
8026;6032;MANTIQUEIRA/CENTRO
8027;6032-01;MANTIQUEIRA/CENTRO
8028;6018;RIO BRANCO VIA JARDIM LEBLON/CENTRO
8029;6018-01;RIO BRANCO VIA JARDIM LEBLON/CENTRO
8030;7037;JAQUELINE/CENTRO
8031;7037-01;JAQUELINE/CENTRO
8032;6034;NOVA YORK VIA JD. DOS COMERCIÁRIOS/CENTRO
8033;6034-01;NOVA YORK VIA JD. DOS COMERCIÁRIOS/CENTRO
8034;3011;INDEPENDÊNCIA/ CENTRO
8035;3011-01;INDEPENDÊNCIA/ CENTRO
8038;6017;PIRATININGA VIA RIO BRANCO/CENTRO
8039;6017-01;PIRATININGA VIA RIO BRANCO/CENTRO
7680;4103-13;RETORNO PORTARIA PARQUE_CARNAVAL
7700;4103-09;RETORNO PARQUE DAS MANGABEIRAS
7798;4802A-12;DESVIO FEIRA AV.AFONSO PENA
7799;8401-07;DESVIO FEIRA AV.AFONSO PENA
7800;8103-08;DESVIO FEIRA AV.AFONSO PENA
7801;8405-04;DESVIO FEIRA AV.AFONSO PENA
7802;9104-07;DESVIO FEIRA AV.AFONSO PENA
7803;9205-07;DESVIO FEIRA AV.AFONSO PENA
7804;9209-04;DESVIO FEIRA AV.AFONSO PENA
7898;750;TESTE SOB DEMANDA
7899;750-01;PRINCIPAL
7998;615-04;VIA RUA CARLOS LACERDA
7999;615-05;EST/BAIRRO/EST. VIA C. LACERDA
8238;S50-03;NOVA VISTA / SHOPPING DEL REY
8678;645-03;SANTA MÔNICA/EST.PAMPULHA
7819;9211-04;DESVIO FEIRA AV.AFONSO PENA
7820;9410-05;DESVIO FEIRA AV.AFONSO PENA
7821;9414-07;ATENDIMENTO CALIFORNIA - DESVIO FEIRA AV. AF. PENA
7822;9502-08;DESVIO FEIRA AV.AFONSO PENA
7823;4201-05;DESVIO FEIRA AV.AFONSO PENA
66;1502-01;VISTA ALEGRE / GUARANI
195;2234B-01;JAQUELINE B
321;403-01;ESTACAO GAMELEIRA / CALIFORNIA VIA PUC
403;5503A;GOIANIA A/CENTRO/HOSPITAIS
530;626-05;PARTIDAS DA R.EDMAR COLINI
594;8205-01;MARIA GORETTI/NOVA GRANADA
753;9402-01;SANTA INES/SANTO ANDRE
799;62-04;ESTACAO VENDA NOVA/SAVASSI VIA HOSPITAIS
930;32-02;PARADORA
980;62-06;ESTACAO VENDA NOVA/SAVASSI VIA HOSPITAIS
223;301-03;SOLAR/BRASIL INDUSTRIAL
666;9404;SAO LUCAS/NOVA ESPERANCA
1064;3050-13;ESTACAO DIAMANTE/HOSPITAL VIA BH SHOPPING
1121;E049-01;SERVIÇO ESPECIAL GEMATUR
1193;5001;LINHA UEL - ESTAÇÃO ELDORADO
1286;5017;LINHA UWL - ESTAÇÃO WALDOMIRO LOBO
1390;S85;MINAS SHOPPING/SANTA INÊS
3436;4802A-07;PINDORAMA/BOA VISTA - ATEND. JARDIM FILADÉLFIA
1782;61-07;ATEND. TERM. AARÃO REIS-DIRETA AREA CENTRAL 
4135;735-02;ESTAÇÃO VILARINHO / RUA TIPUANA
1317;2212A-03;JARDIM ATLANTICO
3076;5517-10;ATENDIMENTO CIDADE ADMINISTRATIVA -  B/C
450;5521A-01;SOLIMOES
3638;9999-04;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3746;739;EST.VILARINHO/JAQUELINE 2ª SEÇÃO-VIA FREI LEOPOLDO
1922;637-02;CANAÃ / ESTAÇÃO VILARINHO - PART. SERRA VERDE
2998;5507A-05;JARDIM GUANABARA A - PARTIDAS AV PARANÁ
1179;E106;SERVIÇO ESPECIAL TRIPUÍ
522;625-02;NOTURNO
909;3350;EST.BARREIRO/ EST.DIAMANTE VIA HOSP. METROPOLITANO
1077;9407-03;ALTO VERA CRUZ/DOM BOSCO
3383;9414-02;SANTA INÊS  / JOAO PINHEIRO
1883;80-05;ESTAÇÃO SÃO GABRIEL / PARTIDAS VISTA DO SOL
3362;3502-03;OURO PRETO/SAO GABRIEL
4216;62-09;AV FRANCISCO SALES / ESTAÇÃO VENDA NOVA
1403;6006-01;LINHA TOTEM METRÔ ESTAÇÃO CARLOS PRATES
1130;E053-01;SERVIÇO ESPECIAL VIAÇÃO LUX
5289;8251-01;ESTAÇÃO SÃO GABRIEL/VISTA ALEGRE VIA JACUÍ
5624;5250-02;NOTURNO
5904;9103-03;DESVIO FEIRA AV. AFONSO PENA
6308;9209-03;ATENDIMENTO CARNAVAL
5507;AC21-01;ESTAÇÃO TRANSF. OPERÁRIOS
5623;619-03;VIA R. VISCONDE DE TAUNAY
6247;1145-04;ATENDIMENTO CARNAVAL
4696;4107-06;ATENDIMENTO AOS DOMINGOS E FERIADOS
5578;618-02;NOTURNO
5836;810-05;VIA PUC SÃO GABRIEL
6327;9502-06;ATENDIMENTO CARNAVAL
6386;1505R-04;ATENDIMENTO CARNAVAL
8018;3020;ÁGUAS CLARAS-VILA PINHO/CENTRO
8019;3020-01;ÁGUAS CLARAS-VILA PINHO/CENTRO
8020;8015;CONJUNTO PAULO VI/CENTRO 
8021;8015-01;CONJUNTO PAULO VI/CENTRO 
8022;7015;MONTE AZUL/CENTRO
8023;7015-01;MONTE AZUL/CENTRO
8024;6014;CÉU AZUL/CENTRO
8025;6014-01;CÉU AZUL/CENTRO
8118;832-07;VIA RUA DOS MOREIRAS/MANGUEIRAS
8138;7015-02;MONTE AZUL/RUA DOS CAETÉS
8438;715-04;VIA CENTRO SAUDE MG-020.
8658;643-04;"DESVIO EVENTO ""BH É DA GENTE"""
7979;644-06;ESTAÇAO PAMPULHA / SÃO JOÃO BATISTA
7980;636-10;ESTAÇAOVILARINHO / JARDIM EUROPA
7982;621-07;ESTAÇÃO VENDA NOVA  / LAGOA
8058;4034-13;VIA CENTRO SAÚDE CALIFÓRNIA
8078;6350-02;RETORNO AV. TANCREDO NEVES/PEDRO II
8098;4403A-08;VIA CENTRO SAÚDE CONFISCO
8638;627-07;VIA C.S. MANTIQUEIRA
8839;912;CONJUNTO TAQUARIL / PRAÇA CHE GUEVARA
8840;912-01;CONJUNTO TAQUARIL / PRAÇA CHE GUEVARA
8899;9414-08;ATENDIMENTO MARILAC_CARNAVAL
8900;8106-05;RETORNO EXPRESSO_CARNAVAL
9038;62-18;RETORNO EXPRESSO R. PROF. MORAES
9039;66-09;RET. EXP. AV. PROF. ALFREDO BALENA
9118;S21-02;DESVIO FEIRA AV. SILVA LOBO
9138;4040;CENTRO/ARENA MRV
9139;4040-01;CENTRO/ARENA MRV
9178;5034-01;URCA/CENTRO VIA CONFISCO
9179;5034-02;PARTIDAS DO SARANDI
9180;5034-03;C.S. CONFISCO/BAIRRO
9181;5034-04;BAIRRO/ C.S. CONFISCO
9182;5035-01;ZOOLOGICO/HOSPITAIS VIA SERRANO
9183;5035-02;NOTURNO
9184;5035-03;RET. CENTRO VIA PEDRO II
9185;5036-01;CELSO MACHADO/CENTRO
9198;5107-04;RETORNO EXPRESSO
9298;5401-08;RETORNO NA  AV. TRINTA E UM DE MARÇO
9318;4801A-07;R. ARACI-N. GLORIA_CARNAVAL
9358;4107-10;CS JARDIM MONTANHES-CARNAVAL
9361;SC04B-03;ATENDIMENTO CARNAVAL
9364;9211-07;CENTRO DE SAUDE HAVAI-CARNAVAL
9399;808-10;ESTAÇÃO/BAIRRO
9400;808-11;BAIRRO/ESTAÇÃO
9418;4110-08;ATENDIMENTO À CASA DE MARIA
9438;S84;SÃO GABRIEL/FLORESTA VIA HOSPITAL BELO HORIZONTE
9439;S84-01;PRINCIPAL
9459;832-08;RUA DOS MOREIRAS/ESTACAO
9460;832-09;RUA PE ARGEMIRO MOREIRA/ESTACAO
9461;832-10;ESTACAO/RUA DOS MOREIRAS
9478;33-08;NOTURNO
9498;201-04;VIA HOSPITAL LUXEMBURGO
9519;627-08;DESVIO EVENTO A RUA É NOSSA
9520;607-08;DESVIO EVENTO A RUA É NOSSA
9538;EV01;EVENTOS
9558;EV01-01;EVENTOS
9578;342-05;BAIRRRO SOLAR/ESTACAO DIAMANTE
9579;342-06;ESTACAO DIAMANTE/BAIRRO SOLAR RETORNO EXPRESSO
781;703-02;DESVIO EVENTO A RUA É NOSSA
8778;4102-07;DESVIO FEIRA ELEICAO
8779;9105-08;DESVIO FEIRA ELEICAO
8780;9204-09;DESVIO FEIRA ELEICAO
8781;SC02A-02;DESVIO FEIRA ELEICAO
8782;85-03;DESVIO FEIRA ELEICAO
8783;5107-03;DESVIO FEIRA ELEICAO
8798;406-02;ATENDIMENTO CS COQUEIROS
8799;806-07;RETORNO EXPRESSO - PICO MANHÃ
8800;806-08;RETORNO EXPRESSO - PICO TARDE
8801;808-08;RETORNO EXPRESSO - PICO MANHÃ
8802;808-09;RETORNO EXPRESSO - PICO TARDE
8803;823-04;RETORNO EXPRESSO - PICO MANHÃ
8804;823-05;RETORNO EXPRESSO - PICO TARDE
8805;825-03;RETORNO EXPRESSO - PICO TARDE
8806;825-02;RETORNO EXPRESSO - PICO MANHÃ
8818;838-02;ATENDIMENTO CENTER MINAS
8878;4033-05;ALDEIAS DA SERRA_CARNAVAL
8879;4034-14;VIA CENTRO SAUDE CALIFORNIA_CARNAVAL
8881;4403A-09;VIA CENTRO SAUDE CONFISCO_CARNAVAL
8882;9034-03;ATENDIMENTO CARNAVAL
8938;740-02;ATENDIMENTO AO CENTRO DE SAUDE TUPI
8958;720;CIRCULAR SAÚDE MG 20
8959;720-01;CIRCULAR SAÚDE MG 20
8998;5102-13;UFMG/STO ANTONIO/MINEIRAO
9018;4107-09;ATENDIMENTO CS JARDIM MONTANHES VIA SANTO ANDRÉ
9058;309-04;RUA CHAFARIZ
9078;734-02;RETORNO EXPRESSO MANHÃ
9079;734-03;RETORNO EXPRESSO NOITE
9098;715-05;PARQUE CERRADO/MONTE AZUL
9099;715-06;MONTE AZUL/PARQUE CERRADO
9100;721;ESTAÇÃO SÃO GABRIEL/MARIA TEREZA VIA PQ. CERRADO
9101;721-01;PRINCIPAL
9158;5036;CELSO MACHADO/CENTRO
9159;5034;URCA/CENTRO VIA CONFISCO
9160;5035;ZOOLOGICO/HOSPITAIS VIA SERRANO
9218;635-06;PARTIDAS DO JARDIM DOS COMERCIÁRIOS C
9238;646;EST. VILARINHO/ZOOLOGICO VIA EST. VENDA NOVA
9239;646-01;EST. VILARINHO/ZOOLOGICO VIA EST. VENDA NOVA
9240;513;EST. PAMPULHA/DANDARA VIA BRAUNAS
9241;513-01;EST. PAMPULHA/DANDARA VIA BRAUNAS
9242;5106-09;ATEND. VILA PAQUETÁ
9258;9211-06;ATENDIMENTO CENTRO DE SAÚDE HAVAÍ
9278;3250-02;RETORNO EXPRESSO BURITIS
9338;5250-07;PARTIDAS DO BARRO PRETO
9359;62-19;NOTURNO - CARNAVAL
9362;5035-04;ATENDIMENTO CARNAVAL
9363;5035-05;NOTURNO  - CARNAVAL
9398;719-06;RETORNO EXPRESSO
9659;209;CIRCULAR SAÚDE HAVAÍ
9660;209-01;PRINCIPAL
9661;2036;ALTO HAVAÍ/CENTRO/HOSPITAIS
9662;2036-01;PRINCIPAL
9665;2036-02;DESVIO FEIRA AFONSO PENA
776;82-03;RETORNO EXPRESSO
777;643-05;VIA EMEI ITAMARATI
827;4108-07;VIA AMR
9599;825-04;RUA DOS BORGES/ESTAÇÃO
9638;823-06;RUA PALLAS ATHENA/ESTACAO
774;2036-03;ATENDIMENTO CARNAVAL
775;714-03;VIA NOVO LAJEDO
9618;301-06;RUA DA OLARIA VIA C.S.MIRAMAR
9619;301-07;UPA BARREIRO VIA C.S.MIRAMAR
780;314-02;ATENDIMENTO C.S. DIAMANTE/TEIXEIRA DIAS
778;407;CALIFÓRNIA/GLÓRIA VIA CENTRO DE SAÚDE CALIFÓRNIA
779;407-01;PRINCIPAL
828;511-02;VIA CS JARDIM ALVORADA
1089;3151;ESTAÇÃO DIAMANTE/PARQUE DAS MANGABEIRAS VIA HAVAÍ
1092;3151-01;PRINCIPAL
1108;3151-02;ATENDIMENTO CARNAVAL
1124;5350;ESTAÇÃO DIAMANTE/ZOOLÓGICO VIA ESTAÇÃO BARREIRO
1148;5350-01;PRINCIPAL
1172;6150;EST VENDA NOVA/PQ MANGABEIRAS VIA EST SAO GABRIEL
1194;6150-01;PRINCIPAL
1195;6150-02;ATENDIMENTO CARNAVAL
1205;717-06;VIA AV. PORTUGAL
1206;806-09;PARTIDAS DO NAZARE
835;341-03;NOTURNO
836;634-11;NOTURNO
837;641-05;NOTURNO
838;809-04;NOTURNO
839;2101-05;NOTURNO
840;2101-06;NOTURNO DESVIO FEIRA DA AV AFONSO PENA
841;8107-04;NOTURNO
842;8107-05;NOTURNO DESVIO FEIRA DA AV AFONSO PENA
856;9032-08;NOTURNO
862;9032-09;NOTURNO DESVIO FEIRA DA AV AFONSO PENA
868;9202-15;NOTURNO
881;9202-16;NOTURNO DESVIO FEIRA DA AV AFONSO PENA
882;9801-04;NOTURNO
887;3501A-18;NOTURNO
891;30-18;NOTURNO
892;636-11;NOTURNO
893;707-05;NOTURNO
894;712-06;PARTIDAS ESTAÇÃO PAMPULHA
895;715-07;NOTURNO
896;735-04;NOTURNO
898;815-05;NOTURNO
904;1145-05;NOTURNO
907;1502-04;NOTURNO
910;1510-05;NOTURNO
913;2102-06;NOTURNO
914;2102-07;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
943;2104-10;NOTURNO
945;2104-11;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
948;3030-05;NOTURNO
1207;5503A-14;ATENDIMENTO AO GOIANIA B
1208;109;FAZENDINHA/RUA DO OURO VIA VILA APARECIDA
1209;109-01;PRINCIPAL
1045;9211-09;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1052;9407-10;NOTURNO
1054;9407-11;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1055;9408-05;NOTURNO
1056;9408-06;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1059;9501-10;NOTURNO
1060;9501-11;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1061;9502-10;NOTURNO
1062;1404C-07;NOTURNO
1070;3501B-05;NOTURNO
1071;4802A-14;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1072;8001A-06;NOTURNO
1074;8001A-07;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1076;3030-06;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1197;1031;ESTAÇÃO CENTRAL/AV. RAJA GABÁGLIA
1198;1031-01;PRINCIPAL
1203;1031-02;RETORNO EXPRESSO - MANHÃ
1204;1031-03;RETORNO EXPRESSO - TARDE
1086;104-02;PRAÇA DA BANDEIRA
831;8108-04;RETORNO EXPRESSO
833;10;CIRCULAR NOTURNO
834;10-01;PRINCIPAL
1019;9104-09;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1020;9106-06;NOTURNO
1021;9106-07;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1033;9205-10;NOTURNO
1039;9205-11;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1043;9211-08;NOTURNO
829;343;VILA ECOLÓGICA/INDEPENDÊNCIA VIA CENTRO DE SAÚDE
830;343-01;PRINCIPAL
832;836-02;ESTAÇÃO SÃO GABRIEL/RIBEIRO DE ABREU B
950;4031-03;NOTURNO
953;4032-05;NOTURNO
957;4032-06;NOTURNO DESVIO FEIRA AV.AFONSO PENA
958;4103-14;NOTURNO
967;4103-15;NOTURNO DESVIO FEIRA AV. AFONSO PENA
969;4501-07;NOTURNO
973;4107-11;NOTURNO
978;4107-12;NOTURNO DESVIO FEIRA AV.AFONSO PENA
981;4113-10;NOTURNO
982;4205-04;NOTURNO
986;8103-10;NOTURNO DESVIO FEIRA AV.AFONSO PENA
991;8205-13;NOTURNO
1002;5104-08;NOTURNO
1005;5104-09;NOTURNO DESVIO FEIRA AV.AFONSO PENA
1011;8102-08;NOTURNO
1014;8102-09;NOTURNO DESVIO FEIRA AV.AFONSO PENA
1015;8207-08;NOTURNO
1016;8401-08;NOTURNO DESVIO FEIRA AV. AFONSO PENA
1017;9103-05;NOTURNO
1018;9103-06;NOTURNO DESVIO FEIRA DA AV. AFONSO PENA
1079;5020;LINHA NEL - ESTAÇÃO NOVO ELDORADO
1080;5020-01;LINHA NEL - ESTAÇÃO NOVO ELDORADO
